airline,flight_num,origin_airport,dest_airport,month,day_of_month,day_of_week,dep_time,arr_time,dep_delay,arr_delay,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,is_delayed
AA,2770,DFW,PHL,6,15,4,1231,1301,0.0,0.0,418,30,0.0,0.0,0.0,0.0,0.0,0
AS,1343,MCO,EWR,2,23,3,2300,248,24.773939806909006,24.773939806909006,2352,228,0.0,0.0,0.0,0.0,0.0,1
AA,2016,DEN,MSP,9,20,2,302,332,17.289258794034723,17.289258794034723,162,30,0.0,0.0,0.0,0.0,0.0,1
AA,7626,DFW,MCO,5,15,1,1298,1435,5.658692552023907,5.658692552023907,702,57,0.0,0.0,0.0,0.0,0.0,0
AS,5198,ORD,MCO,5,22,6,1873,2220,19.029208691738805,19.029208691738805,1669,187,0.0,0.0,0.0,0.0,0.0,1
DL,6681,PHL,DFW,1,15,7,820,1338,0.0,0.0,2914,318,0.0,0.0,0.0,0.0,0.0,0
UA,8977,BOS,PHX,1,24,2,1579,1956,9.60877531209301,9.60877531209301,2344,217,0.0,0.0,0.0,0.0,0.0,0
NK,8586,CLT,LGA,8,27,7,1493,1756,25.872191901567525,33.1151117389913,1520,143,7.242919837423775,0.0,0.0,0.0,0.0,1
NK,1516,ORD,LGA,10,26,6,680,931,0.0,0.0,1459,131,0.0,0.0,0.0,0.0,0.0,0
UA,8595,DFW,ORD,4,20,6,739,918,0.0,0.0,1073,99,0.0,0.0,0.0,0.0,0.0,0
UA,3204,DEN,MSP,12,5,5,6,210,22.586221413506443,22.586221413506443,1181,124,0.0,0.0,0.0,0.0,0.0,1
NK,8059,LGA,MSP,4,23,3,464,856,25.138826259757558,25.138826259757558,2331,232,0.0,0.0,0.0,0.0,0.0,1
NK,5112,MCO,MIA,9,28,1,256,342,1.123120088145109,1.123120088145109,110,46,0.0,0.0,0.0,0.0,0.0,0
HA,7710,LAS,DFW,2,2,2,189,342,18.48452992934605,18.48452992934605,649,73,0.0,0.0,0.0,0.0,0.0,1
UA,14,MCO,LAS,1,5,1,20,152,0.0,0.0,1131,92,0.0,0.0,0.0,0.0,0.0,0
HA,5520,MCO,DTW,7,28,4,1314,1644,22.29755822897711,22.29755822897711,2184,210,0.0,0.0,0.0,0.0,0.0,1
F9,6107,MIA,EWR,6,10,2,579,936,9.536595807116596,9.536595807116596,2046,197,0.0,0.0,0.0,0.0,0.0,0
AS,260,DFW,MSP,5,11,6,2189,2352,10.124465435867846,10.124465435867846,1028,83,0.0,0.0,0.0,0.0,0.0,0
US,7269,LGA,EWR,3,2,1,1023,1302,7.915693516280095,22.824211909841623,1706,159,0.0,0.0,4.875651929715234,0.0,10.032866463846295,1
B6,8574,ATL,SEA,4,27,5,1111,1551,0.0,0.0,2796,280,0.0,0.0,0.0,0.0,0.0,0
WN,3783,LGA,PHX,6,22,7,210,616,0.0,0.0,2553,246,0.0,0.0,0.0,0.0,0.0,0
WN,7117,MCO,MSP,10,20,5,482,841,0.0,0.0,1929,199,0.0,0.0,0.0,0.0,0.0,0
F9,9563,PHX,CLT,10,22,6,2299,9,0.0,21.943816984825173,183,30,0.0,0.0,5.456861996309724,0.0,16.48695498851545,1
UA,2482,MIA,DFW,7,28,3,812,1212,22.316950646362947,22.316950646362947,2398,240,0.0,0.0,0.0,0.0,0.0,1
DL,2819,DFW,LAX,11,5,4,277,407,36.612175617925715,39.15006731014641,700,50,2.5378916922207004,0.0,0.0,0.0,0.0,1
NK,6550,PHX,DFW,2,19,1,159,606,15.71358806522376,15.71358806522376,2172,247,0.0,0.0,0.0,0.0,0.0,1
AS,4699,PHX,SEA,5,14,3,31,513,0.0,0.0,2377,282,0.0,0.0,0.0,0.0,0.0,0
AS,6514,BOS,PHL,7,6,1,1512,1939,0.0,1.1964212523187046,2651,267,1.1964212523187046,0.0,0.0,0.0,0.0,0
HA,2696,MCO,PHL,10,16,1,1396,1611,0.0,11.180463607195023,1320,95,0.0,0.0,0.0,0.0,11.180463607195023,0
DL,935,MIA,MSP,4,19,2,788,858,10.731240193150363,10.731240193150363,200,30,0.0,0.0,0.0,0.0,0.0,0
UA,5519,SFO,JFK,1,20,3,58,405,20.273344653713977,20.273344653713977,1898,187,0.0,0.0,0.0,0.0,0.0,1
AA,7974,CLT,PHL,1,23,5,678,1053,0.0,0.0,2228,215,0.0,0.0,0.0,0.0,0.0,0
NK,2206,LAX,DFW,1,13,5,1796,2121,0.0,0.0,1841,165,0.0,0.0,0.0,0.0,0.0,0
DL,2477,SFO,PHX,6,10,1,1051,1122,40.854770700906194,40.854770700906194,282,31,0.0,0.0,0.0,0.0,0.0,1
HA,3647,DTW,LGA,6,5,1,1178,1359,9.812068027059047,9.812068027059047,912,101,0.0,0.0,0.0,0.0,0.0,0
DL,360,DEN,FLL,2,27,5,70,153,19.300360735563682,28.001172012453225,392,43,0.0,0.0,0.0,0.0,8.700811276889544,1
WN,3391,LGA,MCO,7,2,4,2112,122,13.110413872599565,13.110413872599565,2720,250,0.0,0.0,0.0,0.0,0.0,0
US,9052,LAX,CLT,6,7,6,209,312,32.906688197981865,32.906688197981865,580,63,0.0,0.0,0.0,0.0,0.0,1
US,3039,ATL,PHL,1,16,7,1976,129,15.890213521753406,15.890213521753406,2768,313,0.0,0.0,0.0,0.0,0.0,1
WN,9413,LAX,BOS,6,12,6,1325,1410,19.246558828534504,19.246558828534504,284,45,0.0,0.0,0.0,0.0,0.0,1
AA,6256,SFO,ORD,11,4,4,2077,17,16.21155382280095,16.21155382280095,1768,180,0.0,0.0,0.0,0.0,0.0,1
F9,1662,CLT,DFW,8,7,2,116,319,20.51446066449219,20.51446066449219,1252,123,0.0,0.0,0.0,0.0,0.0,1
B6,8168,LGA,BOS,2,5,3,288,558,2.4629870813333614,2.4629870813333614,1350,150,0.0,0.0,0.0,0.0,0.0,0
NK,5727,ATL,MIA,3,18,4,130,200,0.0,0.0,190,30,0.0,0.0,0.0,0.0,0.0,0
NK,664,ORD,CLT,9,17,6,2271,115,9.044592173502933,15.978897554345167,1278,124,0.0,0.0,6.934305380842234,0.0,0.0,1
HA,5559,MSP,SEA,2,23,1,1411,1716,2.4894463645663736,2.4894463645663736,1682,185,0.0,0.0,0.0,0.0,0.0,0
F9,4796,SEA,LAS,9,16,5,283,700,0.0,0.0,2048,217,0.0,0.0,0.0,0.0,0.0,0
AS,8015,DEN,BOS,11,13,4,1223,1434,12.239798829354939,12.239798829354939,1390,131,0.0,0.0,0.0,0.0,0.0,0
F9,7072,MIA,FLL,5,26,6,1586,1918,26.786137389291873,26.786137389291873,1757,172,0.0,0.0,0.0,0.0,0.0,1
WN,956,DTW,BOS,6,15,1,714,834,4.156928690951502,4.156928690951502,971,80,0.0,0.0,0.0,0.0,0.0,0
HA,2744,SFO,MIA,4,8,5,2083,2207,37.84293825586599,37.84293825586599,744,44,0.0,0.0,0.0,0.0,0.0,1
UA,785,DEN,MSP,6,28,7,825,903,0.0,0.0,377,38,0.0,0.0,0.0,0.0,0.0,0
WN,933,PHX,DEN,12,2,1,289,615,19.6328543300677,19.6328543300677,1839,166,0.0,0.0,0.0,0.0,0.0,1
AS,6662,PHL,DTW,3,19,5,980,1445,19.466094920456626,19.466094920456626,2419,265,0.0,0.0,0.0,0.0,0.0,1
AA,9440,MCO,SFO,11,18,3,503,533,16.547931911326632,16.918911031869747,191,30,0.0,0.370979120543117,0.0,0.0,0.0,1
US,9964,MSP,DFW,4,3,5,1762,2040,29.812810278673325,31.37385346373606,1537,158,0.0,0.0,1.5610431850627347,0.0,0.0,1
F9,2457,MIA,LAS,11,9,2,1778,2257,4.665986318854176,4.665986318854176,2632,279,0.0,0.0,0.0,0.0,0.0,0
NK,9528,LAS,LAS,7,16,2,1608,2021,14.583498076218367,14.583498076218367,2540,253,0.0,0.0,0.0,0.0,0.0,0
DL,5420,SEA,DTW,10,19,7,1585,1655,2.4005192063999266,2.4005192063999266,162,30,0.0,0.0,0.0,0.0,0.0,0
DL,2912,CLT,DTW,10,27,2,2294,336,6.3160439350039725,6.3160439350039725,2132,242,0.0,0.0,0.0,0.0,0.0,0
US,2731,MSP,BOS,6,15,6,921,1006,8.33772316700297,8.33772316700297,537,45,0.0,0.0,0.0,0.0,0.0,0
B6,3359,DTW,LGA,10,28,5,1749,1819,25.04666271946861,25.04666271946861,221,30,0.0,0.0,0.0,0.0,0.0,1
F9,5512,DFW,DFW,4,5,2,799,1011,24.361863803089364,24.361863803089364,972,92,0.0,0.0,0.0,0.0,0.0,1
NK,4123,DFW,DEN,5,5,4,328,718,0.0,15.313267785670629,2134,230,0.0,0.0,0.0,15.260333437996284,0.052934347674344906,1
DL,2433,MSP,MCO,3,23,3,188,515,12.077782359182153,12.077782359182153,1793,167,0.0,0.0,0.0,0.0,0.0,0
B6,8035,FLL,PHX,8,8,6,725,809,17.54086570397112,17.54086570397112,348,44,0.0,0.0,0.0,0.0,0.0,1
DL,7124,SEA,MSP,11,2,2,1693,1934,17.454624923556363,17.454624923556363,1083,121,0.0,0.0,0.0,0.0,0.0,1
F9,5284,PHX,LGA,10,4,2,1485,1701,1.0470736888365764,1.0470736888365764,1396,96,0.0,0.0,0.0,0.0,0.0,0
UA,4475,SEA,EWR,7,1,4,2314,18,0.0,0.0,670,64,0.0,0.0,0.0,0.0,0.0,0
F9,9604,CLT,EWR,6,21,7,1052,1216,34.784582462666094,34.784582462666094,588,84,0.0,0.0,0.0,0.0,0.0,1
AS,9192,EWR,DEN,3,20,7,449,533,4.650804397766799,4.650804397766799,346,44,0.0,0.0,0.0,0.0,0.0,0
US,1755,CLT,PHX,11,7,6,183,535,8.390476644218918,8.390476644218918,1600,192,0.0,0.0,0.0,0.0,0.0,0
F9,460,DFW,EWR,9,7,7,1155,1447,18.087150141189717,18.087150141189717,1710,172,0.0,0.0,0.0,0.0,0.0,1
UA,5007,PHX,JFK,12,15,7,2079,26,7.844193106319191,7.844193106319191,2038,187,0.0,0.0,0.0,0.0,0.0,0
B6,8883,PHL,DTW,11,6,2,158,317,46.52320800085797,46.52320800085797,1057,79,0.0,0.0,0.0,0.0,0.0,1
US,1545,PHL,LAS,2,9,7,1185,1402,15.489068659853558,15.489068659853558,890,97,0.0,0.0,0.0,0.0,0.0,1
F9,9577,MIA,ORD,9,15,4,2198,2308,0.0,12.215098613912009,155,30,0.0,0.0,12.215098613912009,0.0,0.0,0
HA,9777,FLL,EWR,8,23,1,996,1438,21.551498820455407,29.298368344258336,2241,242,7.74686952380293,0.0,0.0,0.0,0.0,1
WN,3479,DFW,FLL,3,11,2,1773,2257,23.046624303365054,23.046624303365054,2676,284,0.0,0.0,0.0,0.0,0.0,1
AA,2759,LGA,ATL,11,6,5,571,829,23.205075754257322,23.205075754257322,1599,138,0.0,0.0,0.0,0.0,0.0,1
B6,2205,SFO,LAS,6,14,7,1498,2002,38.47795534270848,38.47795534270848,2815,264,0.0,0.0,0.0,0.0,0.0,1
F9,3189,BOS,ATL,6,17,7,2253,145,13.347191328737189,13.347191328737189,1447,172,0.0,0.0,0.0,0.0,0.0,0
F9,237,BOS,MCO,9,8,1,732,1209,32.62811200718751,32.62811200718751,2747,277,0.0,0.0,0.0,0.0,0.0,1
US,752,MIA,LAS,3,6,6,90,200,6.516754776157072,6.516754776157072,683,30,0.0,0.0,0.0,0.0,0.0,0
UA,5796,JFK,PHX,6,17,1,1957,108,20.47234731272421,20.47234731272421,2989,311,0.0,0.0,0.0,0.0,0.0,1
UA,5340,MIA,EWR,11,28,1,268,459,0.0,0.0,925,111,0.0,0.0,0.0,0.0,0.0,0
AS,4155,DFW,LGA,9,14,7,1707,1844,6.941743070169949,20.6911244250519,884,97,0.0,0.0,0.0,0.0,13.749381354881951,1
AA,2980,ORD,LAS,7,18,3,1047,1230,9.507674562376904,9.507674562376904,960,103,0.0,0.0,0.0,0.0,0.0,0
NK,1280,PHX,MCO,6,4,3,1385,1726,21.59641047069681,21.59641047069681,1933,181,0.0,0.0,0.0,0.0,0.0,1
B6,9331,CLT,JFK,5,4,4,2187,354,23.868633277483948,23.868633277483948,2990,327,0.0,0.0,0.0,0.0,0.0,1
DL,364,MCO,CLT,8,5,5,105,152,0.0,18.924806898590653,162,47,18.924806898590653,0.0,0.0,0.0,0.0,1
DL,7059,MIA,MIA,11,22,3,1967,2107,0.0,0.0,491,60,0.0,0.0,0.0,0.0,0.0,0
NK,9161,DFW,PHX,10,13,3,53,123,20.28153361018525,21.719200762089653,237,30,1.4376671519044026,0.0,0.0,0.0,0.0,1
US,9945,JFK,EWR,3,11,2,656,1013,9.6581232291464,10.521413615410676,2129,197,0.8632903862642758,0.0,0.0,0.0,0.0,0
US,1685,SFO,CLT,12,5,3,1347,1436,9.45036089864797,20.152707695442142,374,49,10.702346796794172,0.0,0.0,0.0,0.0,1
AA,4019,LAS,PHX,6,13,1,2120,2230,10.954117554481988,10.954117554481988,563,70,0.0,0.0,0.0,0.0,0.0,0
AS,9094,LAS,MSP,7,6,2,1508,1542,14.861729729613394,14.861729729613394,366,34,0.0,0.0,0.0,0.0,0.0,0
F9,3376,DTW,SEA,1,19,5,435,818,0.0,0.0,1930,223,0.0,0.0,0.0,0.0,0.0,0
NK,3488,BOS,SEA,10,10,4,1764,2214,36.105191467599155,53.01520975432874,2770,250,0.0,0.0,0.0,16.910018286729585,0.0,1
HA,1265,FLL,PHX,12,5,6,1726,2117,17.538734983908082,17.538734983908082,2226,231,0.0,0.0,0.0,0.0,0.0,1
US,65,LGA,JFK,6,15,5,102,227,10.829285563592185,10.829285563592185,688,85,0.0,0.0,0.0,0.0,0.0,0
HA,5156,JFK,CLT,1,19,6,101,246,17.422524171856114,56.09915760939894,1195,105,9.979717889864261,0.0,0.0,0.0,28.69691554767856,1
F9,7601,SFO,LAX,8,5,1,1342,1432,38.54249677433703,38.54249677433703,353,50,0.0,0.0,0.0,0.0,0.0,1
US,7210,MSP,FLL,11,22,1,1749,1923,0.0,2.2646146197784907,1118,94,2.2646146197784907,0.0,0.0,0.0,0.0,0
F9,3734,DEN,DEN,10,23,7,293,603,0.0,0.0,1494,150,0.0,0.0,0.0,0.0,0.0,0
NK,1873,CLT,EWR,1,21,6,1342,1725,7.486788146961904,7.486788146961904,2040,223,0.0,0.0,0.0,0.0,0.0,0
AS,2072,CLT,MSP,2,27,3,1436,1725,35.35550583154737,35.35550583154737,1755,169,0.0,0.0,0.0,0.0,0.0,1
UA,3574,SEA,ATL,10,22,4,836,1057,4.753290442443654,34.623661426394136,1350,141,0.0,0.0,0.0,0.0,29.870370983950483,1
AA,660,FLL,EWR,10,14,2,2227,2318,37.62192641125202,37.62192641125202,148,51,0.0,0.0,0.0,0.0,0.0,1
UA,6009,EWR,SEA,10,13,2,1846,2217,3.0727720568778665,3.0727720568778665,2242,211,0.0,0.0,0.0,0.0,0.0,0
US,8653,EWR,MSP,10,15,5,686,1126,0.0,0.0,2359,240,0.0,0.0,0.0,0.0,0.0,0
US,8887,PHL,LAS,9,8,1,1517,2026,1.3223580308688412,1.3223580308688412,2907,309,0.0,0.0,0.0,0.0,0.0,0
HA,935,MCO,DEN,1,22,3,1253,1323,22.2062045116284,22.2062045116284,271,30,0.0,0.0,0.0,0.0,0.0,1
B6,5356,DEN,SFO,2,27,3,584,1029,0.0,0.0,2552,245,0.0,0.0,0.0,0.0,0.0,0
DL,4373,EWR,CLT,11,2,5,1176,1449,18.263887498935816,18.263887498935816,1646,153,0.0,0.0,0.0,0.0,0.0,1
NK,1973,PHL,DFW,11,4,6,1389,1548,4.8255763081451315,4.8255763081451315,1083,79,0.0,0.0,0.0,0.0,0.0,0
AS,4898,DTW,DFW,9,10,7,1438,1508,0.0,0.0,109,30,0.0,0.0,0.0,0.0,0.0,0
F9,5270,MSP,BOS,6,10,2,874,1327,22.538182885779804,22.538182885779804,2392,253,0.0,0.0,0.0,0.0,0.0,1
WN,1313,LAS,MIA,5,9,7,2215,29,39.97610920523306,39.97610920523306,1470,134,0.0,0.0,0.0,0.0,0.0,1
DL,3616,DFW,FLL,1,8,6,2113,206,0.0,0.0,2870,293,0.0,0.0,0.0,0.0,0.0,0
F9,6302,MIA,LGA,1,10,7,46,322,24.299487450625413,24.299487450625413,1742,156,0.0,0.0,0.0,0.0,0.0,1
US,2263,LAX,CLT,12,24,4,1260,1608,29.14384691217243,29.14384691217243,1975,188,0.0,0.0,0.0,0.0,0.0,1
AS,1274,CLT,SEA,10,17,2,1382,1736,39.29785134322381,39.29785134322381,1478,194,0.0,0.0,0.0,0.0,0.0,1
F9,5142,LAS,ATL,4,28,4,2346,357,5.216885976513554,5.216885976513554,2503,251,0.0,0.0,0.0,0.0,0.0,0
F9,4423,PHX,LGA,3,12,4,392,901,31.952751360131455,31.952751360131455,2800,269,0.0,0.0,0.0,0.0,0.0,1
F9,130,MSP,MSP,5,23,2,924,1120,9.071301928483301,9.071301928483301,958,116,0.0,0.0,0.0,0.0,0.0,0
F9,9018,FLL,DTW,4,24,6,1110,1331,0.0,0.0,1453,141,0.0,0.0,0.0,0.0,0.0,0
B6,3447,DEN,SEA,12,11,4,717,850,15.726378134750018,15.726378134750018,994,93,0.0,0.0,0.0,0.0,0.0,1
AS,1368,DFW,LAS,10,7,6,227,353,0.0,0.0,885,86,0.0,0.0,0.0,0.0,0.0,0
HA,6995,JFK,LGA,10,8,2,249,611,25.081693061470304,25.081693061470304,1515,202,0.0,0.0,0.0,0.0,0.0,1
AA,8437,MSP,EWR,1,23,2,1602,1730,0.0,15.083048059968117,811,88,0.0,0.0,0.0,0.0,15.083048059968117,1
NK,5363,SFO,DFW,1,23,4,385,538,7.094440798739942,7.094440798739942,609,73,0.0,0.0,0.0,0.0,0.0,0
AS,7046,MSP,MIA,11,11,1,1754,2255,35.61610669982821,35.61610669982821,2811,301,0.0,0.0,0.0,0.0,0.0,1
NK,5172,EWR,MSP,2,25,4,122,541,6.132271479938229,6.132271479938229,2688,259,0.0,0.0,0.0,0.0,0.0,0
AS,5838,DTW,SFO,4,23,7,2340,122,8.48119831791522,8.48119831791522,956,102,0.0,0.0,0.0,0.0,0.0,0
HA,6818,MIA,DEN,6,10,1,1326,1453,0.0,0.0,624,87,0.0,0.0,0.0,0.0,0.0,0
NK,5811,LAX,LAS,6,3,3,623,739,0.0,55.15640133174347,1097,76,3.843148315653711,51.31325301608975,0.0,0.0,0.0,1
HA,7350,PHX,DTW,4,5,3,634,1111,0.0,0.0,2885,277,0.0,0.0,0.0,0.0,0.0,0
AA,5643,MIA,MCO,2,10,5,629,748,3.7792348653018237,3.7792348653018237,991,79,0.0,0.0,0.0,0.0,0.0,0
US,1886,SEA,EWR,2,2,2,1121,1323,16.00159380612513,16.00159380612513,1375,122,0.0,0.0,0.0,0.0,0.0,1
DL,4171,ORD,LAX,12,6,3,251,533,31.980780268741675,31.980780268741675,1227,162,0.0,0.0,0.0,0.0,0.0,1
US,9711,EWR,ORD,11,18,4,381,739,27.24965646477894,27.24965646477894,2057,198,0.0,0.0,0.0,0.0,0.0,1
AS,828,PHL,MSP,3,21,1,1887,2307,8.382664452488285,8.382664452488285,2462,220,0.0,0.0,0.0,0.0,0.0,0
AA,7694,CLT,SEA,10,16,5,1074,1144,37.1381512676579,37.1381512676579,112,30,0.0,0.0,0.0,0.0,0.0,1
UA,1822,JFK,DTW,8,25,3,34,350,0.0,5.853513137827456,1600,196,0.0,0.0,0.0,0.0,5.853513137827456,0
F9,2092,SEA,EWR,1,23,3,1900,2347,7.969231428395293,7.969231428395293,2831,287,0.0,0.0,0.0,0.0,0.0,0
AS,6251,CLT,JFK,1,2,3,883,1238,23.40059357090169,23.40059357090169,2007,195,0.0,0.0,0.0,0.0,0.0,1
HA,1449,FLL,ORD,5,20,5,1614,1658,13.745460567530113,13.745460567530113,532,44,0.0,0.0,0.0,0.0,0.0,0
UA,3428,PHX,EWR,8,17,5,2027,126,19.224605445061286,19.224605445061286,2884,299,0.0,0.0,0.0,0.0,0.0,1
DL,7516,CLT,MIA,7,3,2,1948,2305,23.382740779655368,23.382740779655368,2045,197,0.0,0.0,0.0,0.0,0.0,1
AS,7739,BOS,DEN,7,24,1,2030,20,4.955281139408931,4.955281139408931,2647,230,0.0,0.0,0.0,0.0,0.0,0
WN,8464,LGA,BOS,1,7,4,1524,1924,35.315973840206546,37.489001403516546,2610,240,0.0,0.0,0.0,0.0,2.1730275633100007,1
B6,6283,PHL,BOS,8,7,7,1490,1719,0.0,13.332612466287546,1191,109,13.332612466287546,0.0,0.0,0.0,0.0,0
NK,2710,DTW,FLL,12,23,3,45,207,0.0,0.0,912,82,0.0,0.0,0.0,0.0,0.0,0
AS,3235,JFK,MCO,4,6,6,1793,2216,27.963188029363447,27.963188029363447,2028,223,0.0,0.0,0.0,0.0,0.0,1
US,3439,MSP,PHX,10,7,3,1622,1956,20.303623530204487,20.303623530204487,1950,214,0.0,0.0,0.0,0.0,0.0,1
WN,6240,FLL,DFW,11,1,7,1057,1141,10.183164044664425,10.183164044664425,670,44,0.0,0.0,0.0,0.0,0.0,0
NK,6183,LGA,ATL,8,13,2,1381,1654,4.915363728313815,4.915363728313815,1078,153,0.0,0.0,0.0,0.0,0.0,0
HA,6078,LAS,PHL,4,6,3,985,1335,12.053802598602388,12.053802598602388,1827,190,0.0,0.0,0.0,0.0,0.0,0
B6,2501,LGA,DEN,12,17,5,1903,1933,30.57598017545753,30.57598017545753,477,30,0.0,0.0,0.0,0.0,0.0,1
UA,3410,ATL,MIA,8,8,1,2357,245,3.0341634495897383,3.0341634495897383,1679,168,0.0,0.0,0.0,0.0,0.0,0
HA,1516,LAX,MSP,10,24,1,991,1121,24.701966088094107,39.60104736212654,514,50,14.899081274032435,0.0,0.0,0.0,0.0,1
UA,7229,BOS,PHX,1,14,3,662,1002,22.039275850151427,41.93957653420404,1813,180,0.0,19.900300684052617,0.0,0.0,0.0,1
AA,9731,JFK,PHX,2,21,5,1917,2247,6.9780883165331815,6.9780883165331815,2228,210,0.0,0.0,0.0,0.0,0.0,0
AA,2356,ATL,PHX,9,8,1,70,444,25.362887265865567,25.362887265865567,2120,214,0.0,0.0,0.0,0.0,0.0,1
NK,2956,ORD,SFO,4,24,4,1370,1440,0.0,0.0,584,30,0.0,0.0,0.0,0.0,0.0,0
F9,3022,SEA,MCO,11,4,7,717,747,0.14685790827670786,0.14685790827670786,233,30,0.0,0.0,0.0,0.0,0.0,0
AS,9414,LAS,LAX,12,11,1,2104,2321,0.0,0.0,1172,137,0.0,0.0,0.0,0.0,0.0,0
AS,6703,MSP,MSP,9,17,2,1058,1425,0.0,1.3262802581027677,1915,207,0.0,0.0,1.3262802581027677,0.0,0.0,0
AS,6125,LAX,MIA,10,10,1,485,622,0.0,0.0,398,57,0.0,0.0,0.0,0.0,0.0,0
B6,8713,PHX,DEN,1,22,7,1348,1638,0.0,0.0,1968,170,0.0,0.0,0.0,0.0,0.0,0
AS,2812,FLL,LGA,12,17,6,638,1028,0.4638557874810392,0.4638557874810392,2052,230,0.0,0.0,0.0,0.0,0.0,0
B6,7366,LAS,MCO,10,16,7,2146,2324,4.710915294837431,4.710915294837431,1162,98,0.0,0.0,0.0,0.0,0.0,0
B6,72,DEN,PHL,9,15,1,1115,1515,20.49851853616634,20.49851853616634,2651,240,0.0,0.0,0.0,0.0,0.0,1
HA,6437,MCO,PHL,3,6,4,320,520,3.460418375038161,3.460418375038161,1394,120,0.0,0.0,0.0,0.0,0.0,0
WN,2933,LAX,LGA,5,28,3,47,258,10.636066028469912,10.636066028469912,1320,131,0.0,0.0,0.0,0.0,0.0,0
US,2501,MIA,MIA,3,25,2,1183,1639,3.0442881475509864,3.0442881475509864,2450,256,0.0,0.0,0.0,0.0,0.0,0
DL,1237,LGA,BOS,2,11,7,208,349,17.73375087592313,17.73375087592313,1260,101,0.0,0.0,0.0,0.0,0.0,1
DL,7367,PHL,PHL,1,4,1,229,557,16.069360172842455,16.069360172842455,2174,208,0.0,0.0,0.0,0.0,0.0,1
AA,5595,PHX,MIA,4,19,1,1808,1859,26.325771952314312,27.86125230913739,425,51,1.5354803568230784,0.0,0.0,0.0,0.0,1
AA,3650,MSP,MIA,4,2,1,729,1115,29.60088284463098,29.60088284463098,2496,226,0.0,0.0,0.0,0.0,0.0,1
NK,1659,LGA,SFO,5,19,7,2116,2212,0.0,13.60488247695671,677,56,0.0,0.0,13.60488247695671,0.0,0.0,0
DL,7477,MIA,MCO,3,2,4,2203,44,20.40017521568116,34.05580776957838,1456,161,13.655632553897219,0.0,0.0,0.0,0.0,1
US,603,ATL,LAX,11,25,5,852,1224,4.30094715779539,4.30094715779539,1984,212,0.0,0.0,0.0,0.0,0.0,0
NK,5845,DEN,EWR,5,2,3,2252,245,7.233719000153547,7.233719000153547,2581,233,0.0,0.0,0.0,0.0,0.0,0
B6,6505,DTW,JFK,11,14,4,1491,2001,19.531672929537432,19.531672929537432,2787,270,0.0,0.0,0.0,0.0,0.0,1
WN,1229,CLT,DTW,9,6,5,1692,1910,16.22955970045876,16.22955970045876,726,98,0.0,0.0,0.0,0.0,0.0,1
F9,3337,LAX,BOS,12,18,1,1305,1439,9.913174158184251,9.913174158184251,990,94,0.0,0.0,0.0,0.0,0.0,0
AA,6791,ORD,ATL,12,5,1,1361,1813,0.0,16.914645494493175,2427,252,16.914645494493175,0.0,0.0,0.0,0.0,1
NK,1364,PHX,FLL,9,18,3,262,430,0.0,0.0,651,88,0.0,0.0,0.0,0.0,0.0,0
AA,8684,LAX,LAS,3,28,6,158,337,0.0,25.008492392512487,1095,99,0.0,19.73237442488265,5.276117967629835,0.0,0.0,1
DL,9240,FLL,DFW,2,11,4,1409,1441,0.0,26.366505445732713,411,32,0.0,0.0,0.0,0.0,26.366505445732713,1
F9,5631,PHL,BOS,7,7,1,333,458,25.230189406029197,25.230189406029197,714,85,0.0,0.0,0.0,0.0,0.0,1
AA,6097,DEN,SFO,12,1,4,1852,2237,0.0,0.0,2268,225,0.0,0.0,0.0,0.0,0.0,0
B6,5556,DTW,SFO,9,19,6,960,1438,37.39314297338977,37.39314297338977,2700,278,0.0,0.0,0.0,0.0,0.0,1
DL,297,BOS,MIA,3,27,6,1254,1324,9.03348277115877,9.03348277115877,215,30,0.0,0.0,0.0,0.0,0.0,0
DL,2818,PHL,SEA,11,18,7,1892,5,0.0,0.0,2921,273,0.0,0.0,0.0,0.0,0.0,0
AA,6742,CLT,MSP,2,26,5,1337,1710,21.02630266329755,21.02630266329755,2285,213,0.0,0.0,0.0,0.0,0.0,1
AA,1664,LAX,PHX,3,24,2,2353,126,2.469939202422311,2.469939202422311,932,93,0.0,0.0,0.0,0.0,0.0,0
US,3013,CLT,ORD,6,27,4,98,554,21.5125093953831,37.53219265514065,2736,256,0.0,16.019683259757553,0.0,0.0,0.0,1
HA,1516,PHX,PHL,10,17,5,2072,204,0.744419499616555,0.744419499616555,2694,292,0.0,0.0,0.0,0.0,0.0,0
F9,4340,SFO,MCO,4,24,5,1128,1549,8.464610027943548,8.464610027943548,2474,261,0.0,0.0,0.0,0.0,0.0,0
B6,9953,MCO,MCO,1,14,2,2101,2200,28.47775854232731,28.47775854232731,401,59,0.0,0.0,0.0,0.0,0.0,1
UA,9960,PHL,ORD,11,1,2,2354,427,14.03006318496591,14.03006318496591,2757,273,0.0,0.0,0.0,0.0,0.0,0
HA,6576,PHX,LAS,1,8,7,866,1018,6.432527176854553,6.432527176854553,598,72,0.0,0.0,0.0,0.0,0.0,0
UA,9036,CLT,DTW,6,25,2,1528,1915,27.6746677698921,27.6746677698921,2180,227,0.0,0.0,0.0,0.0,0.0,1
WN,3257,EWR,ATL,2,27,2,1764,2240,0.0,18.08495269753751,2619,276,18.08495269753751,0.0,0.0,0.0,0.0,1
