airline,origin,destination,month,day_of_week,distance,scheduled_departure_hour,temperature,humidity,weather_condition,arrival_delay,is_delayed,flight_date
WN,MCO,SEA,9,4,257,2,1.280144976779793,88.76216032180157,Storm,0.0,0,2025-11-13 01:06:50.303915
AA,DEN,LAS,7,6,1326,8,16.967302606602168,56.80726418938307,Rain,0.0,0,2025-03-11 01:06:50.303915
SW,SEA,LAX,11,2,1869,15,37.60986504990474,52.29073746375274,Storm,24.594450809473187,1,2025-10-12 01:06:50.303915
AA,JFK,LAS,9,6,2241,16,16.655592907840425,75.86043853167428,Snow,46.06624965220511,1,2025-07-23 01:06:50.303915
B6,ORD,LAX,2,5,2200,8,31.636487915202622,78.02246092870354,Clear,0.0,0,2025-12-31 01:06:50.303915
HA,SFO,LAX,7,4,2341,15,19.424885906093483,82.51798821824717,Snow,45.127901784059624,1,2025-08-19 01:06:50.303915
UA,SEA,DFW,11,1,940,4,22.5682541534867,85.53967913113489,Cloudy,0.0,0,2025-10-17 01:06:50.303915
DL,ORD,LAX,11,5,599,5,-6.403884618288627,68.26453940230122,Clear,0.0,0,2025-07-17 01:06:50.303915
NK,MCO,MCO,3,2,2333,7,5.789929538011622,41.63777423563032,Snow,0.0,0,2025-10-29 01:06:50.303915
HA,LAS,ATL,10,2,1219,21,10.27417170386406,54.817009425817254,Storm,16.23622174604592,1,2025-08-04 01:06:50.303915
NK,LAS,LAX,10,2,1685,21,19.267228054813604,83.02592182675562,Rain,0.0,0,2025-12-20 01:06:50.303915
HA,SFO,LAX,3,2,1204,11,16.73685880208036,57.478652909550185,Rain,0.0,0,2025-05-31 01:06:50.303915
AS,SEA,LAX,6,3,1481,9,-0.10987783560753783,59.669247654522366,Storm,0.0,0,2025-08-10 01:06:50.303915
NK,DFW,MCO,7,4,1068,8,36.48021179538509,61.092885645678074,Clear,0.0,0,2025-03-26 01:06:50.303915
UA,MCO,JFK,7,6,2096,5,24.31094939209172,47.29771735276555,Snow,0.0,0,2026-02-04 01:06:50.303915
SW,ORD,ATL,1,7,684,3,26.192451662771518,87.70975123471625,Clear,0.0,0,2025-10-25 01:06:50.303915
AA,MCO,SEA,9,2,319,17,9.15551210219683,81.38177180150376,Clear,0.0,0,2025-06-23 01:06:50.303915
SW,SEA,ORD,10,4,820,13,-1.959852793127144,35.6959003940041,Cloudy,0.0,0,2025-07-19 01:06:50.303915
DL,SFO,ATL,8,7,613,3,34.23834149159118,77.25147501899326,Cloudy,0.0,0,2025-10-11 01:06:50.303915
DL,JFK,JFK,1,2,2482,2,-8.856963520172037,23.57129732226173,Storm,13.736616813439172,0,2025-03-18 01:06:50.303915
HA,LAX,DEN,12,3,1708,1,6.716675098314493,80.82034550917149,Snow,21.944778053361674,1,2025-04-22 01:06:50.303915
F9,JFK,ORD,5,5,1581,15,15.5448481015158,78.79330594713356,Rain,0.0,0,2026-01-19 01:06:50.303915
AS,LAX,LAX,10,6,997,6,30.363042705678993,41.1665202660467,Cloudy,0.0,0,2025-03-09 01:06:50.303915
UA,SFO,LAX,8,5,569,5,20.22508784147759,41.031654289803946,Storm,36.686793677544884,1,2025-09-24 01:06:50.303915
HA,DFW,ATL,12,6,2101,15,16.45831528677315,41.445850415686635,Storm,41.823257295113805,1,2025-06-26 01:06:50.303915
NK,SFO,LAX,9,5,637,5,5.042400226921938,66.78877402755539,Clear,0.0,0,2026-01-14 01:06:50.303915
AS,SFO,JFK,5,5,1660,0,11.734805826746108,52.89443630701591,Rain,0.0,0,2025-08-25 01:06:50.303915
AS,SFO,ATL,6,7,1876,14,1.8725647203920364,69.89290885866605,Clear,0.0,0,2025-09-09 01:06:50.303915
F9,LAX,DFW,5,3,864,10,39.959926121938295,86.57362820644059,Storm,0.0,0,2026-02-10 01:06:50.303915
AS,LAX,LAS,8,1,1854,10,24.860791578051845,43.870942614557315,Cloudy,0.0,0,2025-03-29 01:06:50.303915
B6,LAX,LAX,10,1,128,4,13.98500758974933,64.62318557669634,Storm,34.480657858694826,1,2025-07-20 01:06:50.303915
NK,MCO,ORD,7,3,1431,7,9.815387820585894,58.90665950075782,Snow,0.0,0,2025-12-18 01:06:50.303915
WN,ATL,LAS,2,7,1292,17,8.479366265747082,82.84928891721,Storm,55.86678010335329,1,2025-11-16 01:06:50.303915
DL,DFW,ORD,9,2,2229,7,-5.702452193280807,76.84541463650248,Snow,77.30338203252039,1,2025-03-11 01:06:50.303915
DL,LAX,MCO,1,2,348,7,20.397088743515965,36.97715128508743,Snow,0.0,0,2025-03-05 01:06:50.303915
SW,MCO,ATL,7,7,1108,6,5.105303586180231,89.01516493848226,Rain,0.0,0,2026-02-23 01:06:50.303915
SW,SEA,SFO,2,7,1532,2,6.110201717504385,21.009916567059726,Storm,0.0,0,2025-11-29 01:06:50.303915
SW,ORD,LAX,3,6,2040,5,19.995227720828844,23.67445233157083,Storm,0.0,0,2025-06-05 01:06:50.303915
DL,DEN,ATL,8,2,1907,12,32.674211694070735,29.2036148227972,Clear,0.0,0,2025-03-17 01:06:50.303915
B6,MCO,LAS,10,7,2414,20,35.167135403754344,85.47849719875454,Snow,32.69455502053776,1,2025-06-10 01:06:50.303915
F9,SFO,ORD,10,6,1994,6,30.131302036327533,71.60211652527296,Cloudy,0.0,0,2025-06-19 01:06:50.303915
F9,ATL,DEN,12,1,1733,22,27.78562468124612,29.439098163754196,Snow,68.72251720676914,1,2025-09-20 01:06:50.303915
F9,DFW,JFK,7,2,1450,16,-4.434443105631138,32.58136181600616,Rain,25.71123968374809,1,2025-05-18 01:06:50.303915
DL,ORD,MCO,3,5,167,19,33.41372610043728,22.975829950363167,Clear,0.0,0,2025-11-04 01:06:50.303915
SW,SFO,ORD,10,1,553,11,24.844790001779643,22.813769503635903,Clear,0.0,0,2026-01-15 01:06:50.303915
AS,SEA,LAS,2,2,206,0,-4.498351021022275,52.65362590657128,Clear,0.0,0,2025-03-26 01:06:50.303915
SW,LAS,LAX,5,3,296,16,9.447651125330921,49.223925652116186,Cloudy,0.0,0,2025-05-20 01:06:50.303915
B6,ORD,ATL,9,6,542,15,26.293695265775995,44.517632651695806,Storm,9.789055633158636,0,2025-11-24 01:06:50.303915
SW,ORD,LAX,4,3,1582,11,18.59607448761567,87.20024661801021,Cloudy,0.0,0,2026-01-01 01:06:50.303915
AS,SEA,JFK,12,2,462,11,2.7118081099515337,20.69474507147254,Cloudy,0.0,0,2025-05-25 01:06:50.303915
F9,ATL,LAX,10,6,828,15,14.750938258580586,73.04950293476323,Cloudy,0.0,0,2025-04-16 01:06:50.303915
AS,JFK,ATL,6,1,2380,9,26.777236931457644,55.78660281432879,Cloudy,0.0,0,2025-03-14 01:06:50.303915
AA,MCO,LAS,3,2,484,12,17.9991992341162,44.52287664829824,Storm,8.537540559833912,0,2026-02-15 01:06:50.303915
SW,JFK,MCO,5,1,1153,19,22.87837274442397,56.804370434032876,Storm,0.0,0,2025-07-17 01:06:50.303915
SW,SFO,MCO,9,3,2095,20,15.264603060701763,84.16612969541846,Rain,0.0,0,2025-05-03 01:06:50.303915
F9,LAX,JFK,8,4,1347,20,34.84200078844896,28.677751000275308,Snow,0.0,0,2025-04-25 01:06:50.303915
AA,JFK,ATL,7,1,341,23,29.201707852415858,71.4088620918191,Rain,0.0,0,2025-08-20 01:06:50.303915
NK,ORD,DFW,1,5,2450,6,-9.440092038101147,72.6412509435374,Rain,0.0,0,2026-02-01 01:06:50.303915
WN,ORD,ORD,5,6,825,14,36.108484489340256,87.9813144827854,Rain,0.0,0,2026-02-22 01:06:50.303915
F9,MCO,SFO,12,5,2302,6,-0.5975039681594989,66.42524968425279,Storm,107.99015013349884,1,2025-11-23 01:06:50.303915
AS,LAX,LAX,12,3,253,23,38.72636886761622,46.50258499751608,Storm,0.0,0,2025-05-05 01:06:50.303915
UA,MCO,SEA,9,4,885,0,19.538230931245003,84.53137486703393,Snow,0.0,0,2025-04-23 01:06:50.303915
AA,LAS,JFK,6,3,706,19,-0.9434032603983802,50.12087945311512,Snow,0.0,0,2025-04-06 01:06:50.303915
AA,LAX,LAS,11,3,2455,14,-5.112438187367104,63.642613934654015,Clear,0.0,0,2026-02-01 01:06:50.303915
HA,ATL,SFO,2,3,1278,20,7.960564948877668,87.69376720559234,Rain,0.0,0,2025-09-11 01:06:50.303915
HA,DFW,LAX,9,6,2023,12,-2.95767048618207,58.224036736323775,Rain,0.0,0,2025-08-22 01:06:50.303915
UA,SEA,LAS,8,4,1107,21,29.667672870010747,83.45426853718688,Cloudy,0.0,0,2025-03-14 01:06:50.303915
AS,LAX,ORD,4,3,2404,23,-8.198187460753866,54.355164894454425,Clear,0.0,0,2025-07-11 01:06:50.303915
UA,SEA,ORD,7,4,2063,15,15.216803618880057,89.46824324705938,Snow,0.0,0,2025-06-22 01:06:50.303915
WN,LAS,ORD,11,5,162,23,28.224575509282474,59.63307959181696,Cloudy,0.0,0,2025-04-28 01:06:50.303915
HA,ORD,DFW,10,5,1557,12,34.36526582875459,25.476770019202156,Storm,58.8086145055072,1,2025-11-09 01:06:50.303915
B6,DEN,DFW,6,7,488,1,6.039823870040447,22.03294511027667,Storm,61.804049766912286,1,2025-04-08 01:06:50.303915
WN,LAS,LAS,8,1,2477,21,-9.956843127364458,56.4882489538576,Rain,0.0,0,2026-02-28 01:06:50.303915
DL,DFW,DEN,3,4,1453,19,32.36604096604994,50.89932769058952,Cloudy,0.0,0,2025-07-08 01:06:50.303915
SW,JFK,DFW,4,5,1888,18,12.938367212181017,64.31556352488923,Clear,0.0,0,2025-09-06 01:06:50.303915
DL,DFW,DFW,1,1,2131,17,16.62487500492341,40.73634191451042,Cloudy,0.0,0,2025-07-04 01:06:50.303915
NK,MCO,SFO,10,3,1242,19,6.492938161355543,66.29315630441293,Storm,0.0,0,2025-03-27 01:06:50.303915
WN,SFO,ORD,4,1,565,6,0.03500143848872206,53.781357638926224,Cloudy,0.0,0,2025-07-24 01:06:50.303915
HA,ORD,LAX,5,5,1013,20,27.162905982029194,40.97996872316223,Snow,0.0,0,2026-02-25 01:06:50.303915
HA,LAX,SEA,7,4,853,18,-9.491038530836013,49.9594805485099,Cloudy,0.0,0,2025-12-28 01:06:50.303915
DL,MCO,ATL,4,5,1843,5,32.76516283783523,74.9979565280842,Snow,50.8476486653211,1,2025-08-17 01:06:50.303915
AS,MCO,ORD,5,5,238,9,21.535016670349798,25.51100633923438,Rain,0.0,0,2025-11-14 01:06:50.303915
HA,ATL,DEN,6,5,1413,10,-8.947315720445722,47.90511301112976,Clear,0.0,0,2025-03-29 01:06:50.303915
DL,MCO,JFK,8,4,1591,13,17.970092724650236,34.59165874585397,Clear,0.0,0,2025-04-28 01:06:50.303915
DL,SEA,ATL,7,6,600,21,7.649031735107794,50.3778851050447,Clear,0.0,0,2025-05-18 01:06:50.303915
HA,SEA,DEN,4,5,2379,9,30.021850616226793,37.82853457871464,Rain,0.0,0,2025-05-28 01:06:50.303915
UA,DFW,ORD,6,7,386,16,25.450657811838596,38.796375772877084,Snow,35.25198739990846,1,2025-09-13 01:06:50.303915
SW,LAX,SFO,1,1,1745,7,16.4249140245421,59.842709754230455,Rain,53.59556873678648,1,2025-07-12 01:06:50.303915
WN,LAX,MCO,8,5,2459,3,1.8902533087256614,36.382841375248915,Storm,20.602471678824585,1,2025-03-23 01:06:50.303915
B6,LAX,LAX,5,2,165,22,24.793185658162088,86.40295369705719,Rain,0.0,0,2025-07-17 01:06:50.303915
DL,LAS,SFO,4,4,1279,13,-0.34620046110535263,57.14924791970617,Rain,0.0,0,2025-04-22 01:06:50.303915
F9,JFK,DEN,6,6,1827,11,8.865614119762181,29.932842701735648,Clear,0.0,0,2025-05-25 01:06:50.303915
UA,SEA,ORD,12,2,1777,4,34.66661299990842,23.30392107846816,Clear,0.0,0,2025-06-14 01:06:50.303915
UA,LAX,LAS,11,3,1756,4,-4.237284070726934,31.300871139543933,Storm,47.72819133521161,1,2025-09-01 01:06:50.303915
F9,MCO,DEN,7,3,1588,22,-7.6523879916584905,81.21462275550296,Cloudy,0.0,0,2025-12-05 01:06:50.303915
HA,SFO,JFK,8,4,148,14,38.847415369441386,50.65434678994261,Snow,0.0,0,2025-11-29 01:06:50.303915
AS,LAS,DFW,7,6,677,13,35.09275974197912,55.476636323657424,Clear,0.0,0,2025-04-24 01:06:50.303915
UA,LAS,SEA,1,7,1325,13,24.545862945063114,40.24121515272994,Storm,0.0,0,2025-08-18 01:06:50.303915
SW,DFW,DFW,1,7,947,15,13.960581272380232,34.32428545746333,Rain,0.0,0,2025-06-17 01:06:50.303915
NK,ORD,ORD,3,4,1076,13,10.609112925250528,52.56342312264529,Rain,0.0,0,2025-12-24 01:06:50.303915
B6,ORD,DEN,8,1,443,3,19.368256946863415,39.645101123617835,Storm,44.50646323564618,1,2025-06-19 01:06:50.303915
DL,SFO,DFW,1,3,2154,11,5.261585609231437,86.51152126089089,Cloudy,0.0,0,2025-07-07 01:06:50.303915
F9,ORD,ORD,8,5,1204,12,3.160758495191022,49.1355140633642,Clear,0.0,0,2025-10-09 01:06:50.303915
HA,DEN,ATL,12,6,2133,13,26.588765111491682,79.9867514049553,Rain,0.0,0,2025-11-28 01:06:50.303915
DL,ATL,SFO,5,2,1466,0,16.84869487775629,68.80289260245448,Cloudy,0.0,0,2025-07-05 01:06:50.303915
NK,DEN,SFO,2,6,2284,21,2.364886382194923,49.925007515468415,Clear,0.0,0,2025-10-30 01:06:50.303915
B6,JFK,LAX,3,2,852,16,-4.176043081625255,86.87029711176936,Rain,21.610682881042795,1,2025-12-10 01:06:50.303915
AS,LAS,JFK,5,4,1305,7,12.082219679970986,38.44488052889595,Cloudy,0.0,0,2025-06-14 01:06:50.303915
AA,LAX,SFO,6,4,1667,15,-8.234913684602565,79.2713718325366,Cloudy,0.0,0,2026-01-25 01:06:50.303915
AS,LAS,LAS,10,7,1647,5,32.740525434078016,77.97387238958069,Rain,0.0,0,2025-06-04 01:06:50.303915
WN,ATL,SFO,2,7,383,16,-0.5208640305831587,41.62573332130875,Snow,0.0,0,2025-08-16 01:06:50.303915
HA,SEA,MCO,12,4,429,12,14.699544667107293,23.662553391890267,Cloudy,0.0,0,2025-05-03 01:06:50.303915
AS,DFW,SFO,8,2,1857,8,32.983215399794325,55.40659130953029,Storm,0.0,0,2025-07-11 01:06:50.303915
SW,LAX,DEN,4,6,168,12,2.655110883554249,40.32546305126846,Rain,0.0,0,2025-03-05 01:06:50.303915
F9,LAS,JFK,12,1,1048,22,9.790297965123333,28.282877834175366,Cloudy,0.0,0,2025-09-13 01:06:50.303915
AS,ORD,SFO,9,7,1373,7,29.518720719309606,59.610920195494636,Rain,0.0,0,2025-10-06 01:06:50.303915
NK,SEA,DEN,2,2,1767,22,30.37380057352148,57.10502010926401,Cloudy,0.0,0,2025-09-08 01:06:50.303915
AS,ORD,SEA,9,3,2270,4,11.093513439390176,61.90532118905453,Storm,50.81593009265379,1,2025-07-03 01:06:50.303915
AA,JFK,LAS,10,5,1220,7,0.6773791648267338,40.71241981016297,Clear,0.0,0,2025-07-18 01:06:50.303915
WN,JFK,JFK,7,4,2265,11,9.651864086000625,32.684627010119,Storm,27.722599088661568,1,2025-06-25 01:06:50.303915
F9,DEN,SEA,9,1,662,15,36.752318993135276,79.9194568509712,Clear,0.0,0,2025-07-16 01:06:50.303915
AA,JFK,SFO,7,7,2451,18,34.05876735158808,78.65747423493055,Cloudy,0.0,0,2025-08-25 01:06:50.303915
WN,MCO,SEA,12,6,2424,1,18.054485434258858,37.74347032440248,Storm,0.0,0,2025-05-07 01:06:50.303915
HA,LAS,DFW,3,4,1304,3,4.0121064323668385,55.847047612287135,Rain,0.0,0,2025-12-22 01:06:50.303915
AS,MCO,SFO,3,4,1975,18,39.950294571521354,80.33835210439881,Rain,0.0,0,2025-08-06 01:06:50.303915
AS,LAX,DFW,12,6,1861,7,31.693692473622527,68.12177934816634,Snow,0.0,0,2025-05-18 01:06:50.303915
HA,SFO,SFO,10,3,299,20,21.47630167292745,37.5757073216908,Storm,15.206130445670757,1,2025-05-23 01:06:50.303915
B6,MCO,SEA,5,1,1067,21,13.438788103255042,32.71906991156392,Storm,19.337546942159175,1,2026-01-25 01:06:50.303915
HA,JFK,DFW,4,2,106,12,18.052877746644032,57.279494348574396,Snow,62.52666811361642,1,2025-06-04 01:06:50.303915
DL,LAS,ORD,12,2,201,19,28.075614542365216,46.41196311991136,Storm,39.24707268238465,1,2025-12-24 01:06:50.303915
SW,ATL,SFO,12,4,1550,14,27.6322591402975,20.10390703135597,Clear,59.07175960668985,1,2025-07-25 01:06:50.303915
NK,SEA,ATL,9,3,2318,8,-2.171120325196326,34.53759841805425,Snow,0.0,0,2025-11-09 01:06:50.303915
HA,DFW,DFW,1,2,970,6,25.731589181845955,67.52449638564363,Cloudy,0.0,0,2025-03-15 01:06:50.303915
AA,DEN,LAS,5,2,947,5,32.23962079566064,58.96601208945646,Storm,0.0,0,2025-04-29 01:06:50.303915
DL,LAS,LAX,1,6,466,11,2.64332013031294,26.5453147745958,Cloudy,27.8225620832365,1,2025-10-08 01:06:50.303915
HA,SEA,ATL,4,2,373,9,-1.3218803102818661,66.22766339657647,Storm,0.8080673970237962,0,2025-09-14 01:06:50.303915
DL,SFO,LAS,11,3,238,6,1.9582778603910924,62.83386331355511,Snow,0.0,0,2025-09-25 01:06:50.303915
HA,MCO,LAS,12,3,183,19,-5.978052885374093,88.30784129603695,Rain,0.0,0,2025-03-28 01:06:50.303915
NK,LAS,DEN,3,3,1017,21,13.836370084309245,39.40822218275488,Storm,0.0,0,2025-03-22 01:06:50.303915
F9,ORD,MCO,7,2,2160,13,-0.6703680438482102,79.59396589943601,Cloudy,0.0,0,2025-10-17 01:06:50.303915
DL,ORD,LAS,9,1,1550,3,37.96476929731456,55.81210092433684,Snow,0.0,0,2025-11-23 01:06:50.303915
B6,ORD,DEN,8,2,357,23,19.504205778400195,70.92972753639421,Storm,14.23785839393271,0,2025-08-07 01:06:50.303915
HA,MCO,ATL,5,5,607,14,-8.454236818326319,34.89587143095317,Storm,0.0,0,2025-03-03 01:06:50.303915
SW,SFO,ATL,6,4,583,13,1.9446660628475367,65.08957188283335,Snow,0.0,0,2025-04-22 01:06:50.303915
UA,ATL,SEA,6,3,279,12,12.963238613090866,50.76470991759341,Cloudy,0.0,0,2025-11-16 01:06:50.303915
NK,LAX,JFK,9,5,1445,21,14.462270204065529,61.114332895755304,Cloudy,37.92480373685827,1,2025-04-21 01:06:50.303915
DL,LAS,SFO,10,4,1707,15,25.634352414281203,72.70664990101835,Snow,0.0,0,2025-08-22 01:06:50.303915
NK,SEA,SFO,11,5,1842,9,13.792974849914252,32.85766176122392,Storm,0.0,0,2026-01-10 01:06:50.303915
B6,DFW,LAS,2,3,1330,13,0.9486216268498922,21.065164346657046,Snow,0.0,0,2025-06-30 01:06:50.303915
AS,JFK,ORD,4,3,1829,3,25.099678248729816,87.59521301721334,Snow,0.0,0,2025-10-02 01:06:50.303915
AS,MCO,LAS,12,5,1658,15,8.490914187172415,49.12621251996248,Snow,26.425558925650172,1,2025-05-07 01:06:50.303915
F9,SEA,ORD,10,4,1384,14,23.705685712698816,56.372156226224504,Rain,0.0,0,2026-01-31 01:06:50.303915
HA,LAX,DFW,3,3,479,1,25.309659014030352,66.76259084992407,Rain,0.0,0,2025-04-10 01:06:50.303915
B6,SFO,DFW,10,5,1027,13,12.524962093676027,74.19865629669425,Snow,0.0,0,2025-12-11 01:06:50.303915
NK,LAS,DEN,12,7,592,14,37.08416723053707,73.89564973603717,Rain,0.0,0,2025-06-16 01:06:50.303915
DL,SEA,JFK,3,2,2264,11,29.554151794364735,26.329836320432822,Snow,0.0,0,2025-04-27 01:06:50.303915
B6,SFO,SEA,2,6,1220,5,31.622156665941276,77.84895152237155,Snow,59.834252043762476,1,2025-06-24 01:06:50.303915
HA,LAX,SFO,12,1,297,16,38.60135994784166,26.800875743296142,Storm,44.05053307798913,1,2025-08-22 01:06:50.303915
AA,DEN,MCO,3,3,309,3,-9.491608948101979,25.645007136921823,Storm,0.0,0,2025-03-30 01:06:50.303915
AA,DFW,ORD,11,5,1276,12,3.2100897561331205,28.026618516190958,Rain,46.24729338487458,1,2025-10-06 01:06:50.303915
UA,ATL,DFW,8,1,2216,8,35.86027584950407,73.33779883582329,Cloudy,32.48290416952683,1,2025-10-21 01:06:50.303915
AA,ORD,ORD,11,2,1314,16,-1.203928521642169,30.296200282581168,Storm,91.66993776791611,1,2025-08-27 01:06:50.303915
AA,LAS,MCO,4,4,1944,18,-5.610091545173292,75.03975768402093,Cloudy,0.0,0,2025-11-02 01:06:50.303915
AS,ATL,MCO,1,5,736,2,-3.223878940343047,61.67801411761842,Clear,0.0,0,2025-07-03 01:06:50.303915
SW,ORD,SEA,5,5,2470,8,-5.347889736805641,43.09498919749311,Storm,0.0,0,2025-12-30 01:06:50.303915
AS,ORD,MCO,6,3,2366,23,35.322631927219085,87.99502820731333,Storm,0.0,0,2025-12-27 01:06:50.303915
HA,SFO,ORD,5,1,505,1,-3.7230880457069926,40.43977837948459,Snow,0.0,0,2025-09-08 01:06:50.303915
HA,SEA,DFW,12,5,1942,13,24.04628171526479,72.16407461905204,Cloudy,0.0,0,2025-11-19 01:06:50.303915
AS,DEN,DFW,1,1,1548,5,17.94438377468739,36.63265188818279,Snow,0.0,0,2025-12-26 01:06:50.303915
NK,DEN,MCO,1,7,483,19,28.725236550825954,73.18432144896663,Clear,0.0,0,2026-01-16 01:06:50.303915
SW,SEA,SEA,6,2,1181,14,33.475591037473095,25.51365126364191,Storm,0.0,0,2026-02-04 01:06:50.303915
DL,ORD,DEN,5,6,1870,19,-5.349811725338551,47.89842959648259,Snow,13.335533548113048,0,2025-10-18 01:06:50.303915
NK,SFO,ORD,8,7,894,18,2.1846766489945697,64.20201905622147,Cloudy,0.0,0,2026-01-27 01:06:50.303915
SW,DEN,DFW,2,4,1939,22,1.648937352158594,49.346049437383705,Rain,0.0,0,2025-07-22 01:06:50.303915
AS,SFO,MCO,8,5,742,2,-9.43639216468821,76.48873179192788,Cloudy,62.58844790957361,1,2026-02-20 01:06:50.303915
SW,LAS,LAX,1,5,2128,18,36.81026513110884,78.08625078939849,Storm,0.0,0,2025-04-20 01:06:50.303915
F9,SFO,SEA,8,4,2133,9,22.417402607102694,77.73380003236497,Storm,56.69053197099747,1,2025-04-26 01:06:50.303915
F9,MCO,ATL,1,2,1331,6,0.7821773322485548,35.552258429580604,Storm,45.072075737758496,1,2025-12-15 01:06:50.303915
NK,DEN,ORD,10,7,1176,16,2.2242720364404818,80.90196724473972,Rain,0.0,0,2025-05-02 01:06:50.303915
AA,SEA,ATL,3,5,911,5,22.639422248577368,38.65696810485997,Clear,44.055953480181046,1,2025-09-08 01:06:50.303915
AS,JFK,LAS,5,4,629,19,-4.799679670336012,27.125280994145868,Rain,43.472776856896246,1,2026-02-28 01:06:50.303915
F9,LAS,ORD,8,6,2027,23,-6.8424630630895455,29.65547827477453,Snow,0.0,0,2025-07-07 01:06:50.303915
HA,JFK,DEN,5,7,1790,22,8.751804707122488,79.85669100032823,Clear,0.0,0,2025-08-28 01:06:50.303915
NK,LAS,MCO,4,4,1852,16,29.42183229009597,58.8390211132891,Snow,25.959079672816834,1,2025-06-04 01:06:50.303915
NK,ATL,DEN,5,4,1952,11,18.076091600439728,67.25701276557712,Snow,0.0,0,2026-01-12 01:06:50.303915
SW,DEN,SEA,4,4,175,6,19.937927274052583,60.98956876573355,Cloudy,0.0,0,2025-05-03 01:06:50.303915
AS,ORD,ATL,6,1,1155,3,27.73073195792586,79.69707612897419,Rain,0.0,0,2025-12-16 01:06:50.303915
NK,JFK,SEA,5,4,1638,11,14.549905187742588,41.076482527280305,Rain,0.0,0,2025-09-14 01:06:50.303915
WN,MCO,DEN,9,5,2436,5,8.229838694041618,72.75475293484811,Snow,7.357044278746549,0,2025-03-22 01:06:50.303915
AA,LAX,SFO,7,2,1669,10,11.23090254656547,30.078620159774886,Storm,0.0,0,2025-11-25 01:06:50.303915
WN,SFO,JFK,10,7,277,22,38.57999670023382,43.52627165687416,Storm,0.0,0,2025-09-01 01:06:50.303915
SW,JFK,SEA,12,3,1614,23,-1.937699236161464,68.63774328262595,Rain,11.821153490927719,0,2025-08-16 01:06:50.303915
B6,SEA,DFW,4,5,167,3,21.018754082815807,86.82901428854804,Storm,0.8852027224209227,0,2025-05-10 01:06:50.303915
SW,JFK,MCO,12,4,1900,8,-3.086862704058354,27.23536738542157,Snow,0.0,0,2025-07-29 01:06:50.303915
UA,LAS,SFO,5,6,376,8,35.59274158678762,37.12072512892116,Rain,0.0,0,2025-11-14 01:06:50.303915
SW,DFW,ORD,7,6,2069,22,34.37967486959204,55.11431471179349,Snow,26.588130850162173,1,2025-08-10 01:06:50.303915
SW,LAX,LAS,6,4,675,5,9.59801633613013,24.14494949867506,Cloudy,0.0,0,2025-09-22 01:06:50.303915
F9,ATL,SEA,6,6,700,3,5.809523463444098,23.602400855129993,Storm,29.013849804260147,1,2025-07-12 01:06:50.303915
SW,MCO,DFW,10,1,973,18,31.943782670784856,43.68979244136636,Snow,82.89147714631852,1,2025-08-27 01:06:50.303915
F9,MCO,MCO,7,2,1922,20,16.26688464711503,71.22158816087607,Storm,36.795295753839895,1,2025-12-06 01:06:50.303915
UA,DFW,DFW,10,4,2101,2,36.215813843753644,35.58885147900851,Rain,0.0,0,2025-05-11 01:06:50.303915
HA,DEN,JFK,7,4,2273,7,33.39931015570159,52.36274032992707,Storm,0.0,0,2025-08-27 01:06:50.303915
SW,SEA,DEN,3,7,1231,6,33.37159117304562,60.70792373380249,Storm,9.628324253583934,0,2026-01-10 01:06:50.303915
B6,SFO,ORD,3,6,1957,8,6.969066927084576,83.65225059907719,Cloudy,28.64689791710067,1,2025-07-03 01:06:50.303915
AS,ATL,SFO,8,3,1623,14,30.167081384369965,81.02024281806081,Rain,0.0,0,2026-02-17 01:06:50.303915
F9,SFO,ORD,5,6,1875,23,37.29146101474008,84.63388918003945,Snow,33.89445941249069,1,2025-07-26 01:06:50.303915
WN,ATL,JFK,5,3,1749,18,-1.7082413442932403,81.45902432620903,Clear,0.0,0,2025-10-19 01:06:50.303915
AA,ATL,LAX,2,5,1115,8,15.402278329156413,42.449948146402654,Clear,0.0,0,2025-09-06 01:06:50.303915
WN,LAX,DEN,3,1,701,10,25.85276062026078,81.48806459438525,Rain,0.0,0,2025-06-10 01:06:50.303915
AA,JFK,SEA,11,7,2419,19,1.351181760596802,47.75098661824791,Clear,0.0,0,2025-09-22 01:06:50.303915
NK,LAX,DFW,5,3,721,0,15.032914240724935,64.15852142130217,Clear,0.0,0,2025-04-03 01:06:50.303915
F9,DEN,SEA,12,5,1216,12,18.691307685762972,87.92527699516937,Storm,58.143985436658,1,2025-10-08 01:06:50.303915
NK,ORD,DFW,10,5,1913,12,6.526291994080989,52.96346954037204,Storm,34.135488704725695,1,2025-05-16 01:06:50.303915
UA,MCO,MCO,3,1,963,12,38.51955801725219,29.571433862193796,Clear,0.0,0,2025-11-28 01:06:50.303915
F9,JFK,JFK,7,1,1665,19,-2.6693884566577637,73.90113082683598,Cloudy,0.0,0,2025-08-18 01:06:50.303915
F9,JFK,SEA,1,4,2391,10,-2.216366888495865,61.67583231644608,Clear,0.0,0,2026-01-18 01:06:50.303915
F9,DEN,LAS,12,4,2094,5,24.360630344668863,77.2723937651362,Storm,0.0,0,2025-12-29 01:06:50.303915
AS,DFW,MCO,7,1,899,22,19.52397345787066,58.07059530283673,Storm,0.0,0,2025-04-03 01:06:50.303915
SW,ATL,DEN,12,6,1803,0,0.40382472026676375,80.63824515670987,Cloudy,12.551130809837614,0,2025-05-28 01:06:50.303915
